nama_dosen,judul_penelitian,abstrak_penelitian,tahun_publikasi
"Eka Larasati Amalia, S.ST., MT.",Analisis Pengalaman Pengguna Website OOPedia pada Materi Enkapsulasi dengan User Experience Questionnaire.,"The advancement of digital technology has fostered the adoption of web-based learning media. In Object-Oriented Programming (OOP) courses, students often face difficulties in understanding abstract concepts such as encapsulation. This study developed OOPedia, a web-based e-learning platform equipped with a Fill in the Blanks feature to enhance students’ comprehension interactively. The system was developed using the Waterfall model through requirement analysis, design, implementation, and testing phases. Evaluation employed the User Experience Questionnaire (UEQ) involving 40 second-semester students of the Business Information Systems Program at Politeknik Negeri Malang. The results indicate that OOPedia provides positive learning experiences across all UEQ aspects, with Excellent ratings in Attractiveness and Stimulation, and Above Average in other aspects. The novelty of this research lies in the integration of the Fill in the Blanks feature in encapsulation material and the combination of UEQ with pre/post-test evaluations, offering a new perspective in measuring the effectiveness of interactive learning media.",2025
"Eka Larasati Amalia, S.ST., MT.",Maximizing the effectiveness of e-learning through automated grading and comprehensive plagiarism detection,"The use of technology in education has become imperative in the digital era. This study aims to develop and evaluate the effectiveness of an e-learning system that integrates comprehensive plagiarism detection using the Cosine Similarity method and automated grading features. The system is designed to detect similarities between student essay answers and reference answers, thereby enhancing academic integrity. The research methodology includes black box testing to assess system functionality and the System Usability Scale (SUS) to evaluate user perception. Testing results indicate that the system achieves high accuracy in plagiarism detection, with an average SUS score of 80.5%, signifying good user acceptance. The system is not only capable of identifying identical texts but also similar texts and paraphrases, making it an effective tool to support the learning process. Additionally, the automated grading feature enhances the efficiency of academic evaluation, reducing the time and effort required by educators. In conclusion, the integration of comprehensive plagiarism detection and automated grading features in the e-learning system significantly maximizes its effectiveness and integrity in academic assessments within educational institutions.",2025
"Muhammad Unggul Pamenang, S.ST., M.T.",Penerapan Aplikasi Terintegrasi KP-SPAMS Sumber Waras Berbasis Web dan Mobile Untuk Optimalisasi Layanan Air Bersih,"Kelompok Pengelola Sistem Penyediaan Air Minum dan Sanitasi (KP-SPAMS) Sumber Waras di Desa Ngenep, Kecamatan Karangploso, Kabupaten Malang, berperan menyediakan layanan air bersih bagi masyarakat. Namun, proses pengelolaan masih dilakukan secara manual, mulai dari pencatatan meter air, penyusunan tagihan, hingga pencatatan pembayaran, sehingga berpotensi menimbulkan kesalahan pencatatan, keterlambatan informasi, dan kesulitan dalam penyusunan laporan keuangan. Kegiatan Pengabdian kepada Masyarakat ini bertujuan untuk mendukung digitalisasi pengelolaan KP-SPAMS melalui penerapan aplikasi Sistem Informasi Manajemen KP-SPAMS berbasis web yang terintegrasi dengan aplikasi mobile. Aplikasi web digunakan oleh pengurus posko untuk mengelola data pelanggan, tagihan, pembayaran, dan laporan, sedangkan aplikasi mobile digunakan petugas lapangan untuk mencatat meter air dan menyampaikan informasi tagihan kepada pelanggan. Metode pelaksanaan meliputi analisis kebutuhan mitra, perancangan dan pengembangan sistem, uji coba terbatas, pelatihan pengguna, serta pendampingan operasional. Hasil pelaksanaan menunjukkan peningkatan efisiensi pencatatan pemakaian air, kemudahan pembuatan tagihan, dan perbaikan transparansi pengelolaan keuangan KP-SPAMS. Kegiatan ini diharapkan dapat menjadi model implementasi teknologi informasi untuk pengelolaan air bersih di KP-SPAMS lain di wilayah pedesaan.",2025
"Muhammad Unggul Pamenang, S.ST., M.T.","Pelatihan Pembuatan Konten Digital menggunakan Canva sebagai Media Informasi bagi Perangkat Kelurahan Tasikmadu, Kota Malang","The digital content creation training for Tasikmadu Village officials in Malang City was organized with the aim of enhancing skills in creating effective digital content as an informative medium. With the rapid development of the digital era, village officials must present information in an engaging and interactive manner to make it more easily accepted by the public. This training was meticulously planned to provide an understanding of the fundamental concepts of graphic design, appropriate visual media selection, and messaging strategies tailored to the audience's requirements. Participants learned how to create attractive and relevant visual content, such as infographics, using the Canva app in both web and mobile versions. Furthermore, the training was practical and interactive, with direct demonstrations and content creation exercises for the participants. The training resulted in a significant improvement in participants' abilities to effectively use visual elements, organize appealing layouts, and present information in a more dynamic and easily understandable manner. This training is expected to help village officials maximize the use of digital content for more effective communication with the community.",2025
"Muhammad Unggul Pamenang, S.ST., M.T.",ALAT PERAGA MIXED REALITY UNTUK PEMBELAJARAN ANATOMI JANTUNG MANUSIA DENGAN INTERAKSI OCCLUSION DETECTION,"Dalam pembelajaran biologi kedokteran, siswa akan mempelajari ilmu anatomi, termasuk salah satunya anatomi jantung manusia. Untuk memahami anatomi secara mendalam, pelajar perlu memutar dan mengamati objek dari berbagai sudut pandang agar dapat melihat struktur anatomi dengan jelas. Oleh karena itu, dikembangkanlah sebuah aplikasi media pembelajaran berupa alat peraga jantung manusia yang memanfaatkan teknologi mixed reality. Teknologi ini memberikan pengalaman interaktif di mana pengguna dan objek virtual jantung manusia tampak berada di dunia yang sama. Selain itu, aplikasi ini dilengkapi dengan fitur occlusion detection, yang memungkinkan sistem mendeteksi jika jari pengguna menghalangi bagian tertentu dari objek 3D, sehingga memicu perubahan kondisi objek. Aplikasi ini dibuat menggunakan perangkat lunak Unity 2020 sebagai platform pengembangan, bahasa pemrograman C#, dan Vuforia sebagai media penyimpanan data. Data yang digunakan terdiri dari data primer dan sekunder. Aplikasi ini telah diuji melalui pengujian kamera, performa, serta intensitas cahaya. Diharapkan hasil pengembangan ini dapat membantu pelajar dalam memahami struktur anatomi jantung manusia dengan lebih efektif",2025
"Muhammad Unggul Pamenang, S.ST., M.T.",Implementasi Sistem ERP Modul Pos Dan Manajemen Karyawan di KB/TK Alfath Malang,"Pengabdian masyarakat ini dilaksanakan untuk mengatasi berbagai permasalahan yang dihadapi oleh TK Alfath, khususnya dalam hal kebutuhan akan sistem Point of Sale (POS) dan modul employee untuk manajemen administrasi yang lebih baik. Melalui program ini, dilakukan pendampingan kepada guru KB/TK Alfath selaku pemegang proses kegiatan. Selain itu, program ini juga mengembangkan dan implementasi sistem POS serta modul employee. Integrasi antara  POS dan Employee memiliki potensi besar untuk memudahkan pengelolaan persediaan, pemesanan barang, dan manajemen sumber daya manusia. Integrasi antara POS dan Employee akan menciptakan sistem yang terpadu, memungkinkan pemantauan yang lebih akurat terhadap pemesanan produk yang dibutuhkan dan manajemen karyawan yang lebih efisien.

Tujuan dari program ini adalah untuk meningkatkan kualitas manajemen serta meningkatkan efisiensi operasional sekolah. Hasil dari program ini diharapkan dapat memberikan kontribusi positif terhadap peningkatan kualitas pendidikan di TK Alfath serta membantu dalam mengatasi berbagai permasalahan yang dihadapi.",2024
"Muhammad Unggul Pamenang, S.ST., M.T.",Improvement of Shortest Path Finding with A* Algorithm on Augmented Reality (AR) Indoor Navigation Application,"This research aims to implement a shortest path algorithm on an Augmented Reality (AR) indoor navigation application to enhance accuracy and efficiency in shortest path finding. The A* algorithm is optimized to achieve more effective indoor navigation. The application was tested in Politeknik Negeri Malang building. The study shows that the A* algorithm is more efficient in finding the shortest paths compared to the previous research, with an effectiveness improvement of 64,1%. We can conclude that AR and the A* algorithm significantly contribute to improving efficiency in indoor navigation. However, the use of ARCore in this application has some limitations related to the specifications of the mobile phone and the physical environment conditions, requiring sufficiently unique visual features on each floor of the building to assist the SLAM algorithm in identifying the user's location.",2024
"Prof. Dr. Eng. Cahya Rahmad, ST., M.Kom.",Evaluasi User Experience Aplikasi Virtual Reality Ikatan Kovalen Menggunakan UEQ,"Penelitian ini bertujuan untuk mengevaluasi pengalaman pengguna (user experience) aplikasi pembelajaran kimia berbasis Virtual Reality (VR) bernama Chemulation yang dikembangkan untuk membantu pemahaman konsep ikatan kovalen. Pemanfaatan teknologi VR dalam pembelajaran diharapkan dapat meningkatkan keterlibatan dan minat belajar siswa melalui visualisasi konsep abstrak yang sulit dipahami dengan metode pembelajaran konvensional. Evaluasi pengalaman pengguna dilakukan menggunakan instrumen User Experience Questionnaire (UEQ) yang mencakup enam skala, yaitu daya tarik, kejelasan, efisiensi, ketergantungan, stimulasi, dan kebaruan. Penelitian ini melibatkan 104 responden yang terdiri dari siswa kelas XI SMAN 8 Malang dan pengunjung EXPO Hasil Karya Project Based Learning (PBL). Pemilihan responden dari dua latar belakang berbeda bertujuan untuk memperoleh gambaran pengalaman pengguna yang lebih beragam. Responden diminta mencoba aplikasi Chemulation selama 10–15 menit sebelum mengisi kuesioner UEQ. Data yang diperoleh dianalisis menggunakan UEQ Data Analysis Tool serta uji reliabilitas Cronbach’s Alpha. Hasil uji reliabilitas menunjukkan nilai Alpha memenuhi kriteria reliabel, sehingga instrumen dinilai konsisten dalam mengukur pengalaman pengguna. Hasil evaluasi menunjukkan seluruh skala UEQ memperoleh skor positif dan termasuk kategori Excellent berdasarkan benchmark UEQ global. Skala stimulasi memperoleh skor tertinggi sebesar (2,481) dengan varians terendah sebesar (0,42), yang menunjukkan konsistensi aplikasi dalam membangkitkan motivasi belajar pengguna. Sementara itu, skala kebaruan memperoleh skor terendah sebesar (1,901) dengan varians tertinggi sebesar (0,77), yang mengindikasikan perbedaan persepsi pengguna terhadap tingkat inovasi aplikasi. Secara keseluruhan, penelitian ini menunjukkan bahwa Chemulation berhasil memberikan pengalaman belajar yang positif dan menyenangkan, serta memberikan arahan pengembangan lebih lanjut pada aspek inovasi dan kejelasan.",2026
"Prof. Dr. Eng. Cahya Rahmad, ST., M.Kom.",Penerapan Aplikasi Terintegrasi KP-SPAMS Sumber Waras Berbasis Web dan Mobile Untuk Optimalisasi Layanan Air Bersih,"Kelompok Pengelola Sistem Penyediaan Air Minum dan Sanitasi (KP-SPAMS) Sumber Waras di Desa Ngenep, Kecamatan Karangploso, Kabupaten Malang, berperan menyediakan layanan air bersih bagi masyarakat. Namun, proses pengelolaan masih dilakukan secara manual, mulai dari pencatatan meter air, penyusunan tagihan, hingga pencatatan pembayaran, sehingga berpotensi menimbulkan kesalahan pencatatan, keterlambatan informasi, dan kesulitan dalam penyusunan laporan keuangan. Kegiatan Pengabdian kepada Masyarakat ini bertujuan untuk mendukung digitalisasi pengelolaan KP-SPAMS melalui penerapan aplikasi Sistem Informasi Manajemen KP-SPAMS berbasis web yang terintegrasi dengan aplikasi mobile. Aplikasi web digunakan oleh pengurus posko untuk mengelola data pelanggan, tagihan, pembayaran, dan laporan, sedangkan aplikasi mobile digunakan petugas lapangan untuk mencatat meter air dan menyampaikan informasi tagihan kepada pelanggan. Metode pelaksanaan meliputi analisis kebutuhan mitra, perancangan dan pengembangan sistem, uji coba terbatas, pelatihan pengguna, serta pendampingan operasional. Hasil pelaksanaan menunjukkan peningkatan efisiensi pencatatan pemakaian air, kemudahan pembuatan tagihan, dan perbaikan transparansi pengelolaan keuangan KP-SPAMS. Kegiatan ini diharapkan dapat menjadi model implementasi teknologi informasi untuk pengelolaan air bersih di KP-SPAMS lain di wilayah pedesaan.",2025
"Prof. Dr. Eng. Cahya Rahmad, ST., M.Kom.",A Web Form Topic Implementation for PHP Web Programming Self-learning Support System,"Web programming with PHP has surged in popularity due to the growing demand for dynamic web applications, with PHP's versatility and ease of use making it a top choice for developers. The importance of learning web programming has also grown significantly, leading to the incorporation of web programming courses in universities, colleges, and professional schools, as well as the rise of self-learning systems and online platforms that democratize access to web programming education. The development of self-learning systems for PHP web programming has been driven by the demand for web programming skills, incorporating Test-Driven Development (TDD) methodology and automated testing tools to create a comprehensive and effective learning environment.Â  This study outlines the development of a self-learning system designed to teach PHP programming with a focus on building and managing web forms, a crucial skill for aspiring developers. It includes six key learning outcomes, offering students theoretical content and test code for hands-on practice and immediate feedback, following Test-Driven Development principles. In an evaluation with 33 Informatics Engineering students, 87.9% successfully completed the four learning modules within two hours, with module completion times ranging from 2 to 48 minutes. The feedback was largely positive, highlighting clear instructions and comprehensive materials, alongside suggestions for improvements like file accessibility and better code examples, demonstrating the system's effectiveness in enhancing students' PHP web form development skills.",2025
"Prof. Dr. Eng. Cahya Rahmad, ST., M.Kom.",A Review: Performance Analysis of Single Board Computer Technology as an IoT System,"The development of Internet of Things (IoT) technology has driven the demand for cost-effective server solutions capable of managing large volumes of data, thereby creating efficiencies in data management to support smart digitalization. Single Board Computer (SBC) technology, such as Raspberry Pi and Tinkerboard have been developed over the years to offer another alternative for powering energy efficient server infrastructure that has decent performance for diverse dataset processing for the IoT. Advantages provided by such devices make SBC a potential candidate for IoT servers. Such low-cost, low power machines can offer required computing resources to facilitate various IoT applications, such as edge processing, data aggregation and analysis. This paper compares single board computer products as IoT servers, such as Raspberry Pi 3, Raspberry Pi 4 and Asus Tinkerboard, from the case study of room sensor monitoring in Internet of Things. It can be seen from the test results that the Raspberry Pi 4 is more suitable to deploy IoT application at a low price when the CPU response time is 62 seconds, and the CPU response time is 96 seconds for the Raspberry Pi 3 and 64 seconds for the Tinker Board. This work will give useful advice to IoT developers, readers to choose an appropriate Single Board Computer for their environmental sensing work.",2025
"Prof. Dr. Eng. Cahya Rahmad, ST., M.Kom.",MANGROVE MANAGEMENT INFORMATION SYSTEM IN SOUTHERN COAST OF MALANG INDONESIA USING TREND MOMENT METHOD.,"Objective: The objective of this study is to investigate mangrove changes using satellite image from 2018 to 2023, then compared with in situ data in 2024 with the aim of developing an information system on mangrove vegetation of 18 beaches in Southern Coast of Malang, East Java, Indonesia. Theoretical Framework: In this topic, the main concepts and theories that underpin the research are presented. The digital image processing techniques previously employed by (Yang et al., 2022) and prediction theory by using trend of moment presented by previous work stand out, providing a solid basis for understanding the context of the investigation. Method: This research was conducted at 18 points across South Malang Regency, covering various beach locations with different mangrove ecosystem characteristics. The study uses the Trend Moment method to monitor changes in mangrove vegetation, with data from 2018 to 2023 compared to field observations. The results, presented in numerical form, graphs, and maps, help identify changes and provide recommendations for conservation actions at each location. Results and Discussion: The mangrove management information system in Southern Coast of Malang, Indonesia, using the Trend Moment Method, tracks changes in mangrove biota. The study's final results are applicable and can be utilized by stakeholders, offering valuable recommendations for managing mangrove biota. These findings can also be implemented in other coastal areas of the southern part of Java Island. Research Implications: The practical and theoretical implications of this research are discussed, providing insights into how the results can be applied or influence practices in the field of coastal management, information systems and dynamic coastal ecosystem. These implications could encompass of mangrove vegetation, satellite image processing, marine ecosystem, coastal management. Originality/Value: The mangrove changes of 18 beaches in Southern Coast of Malang, East Java, Indonesia is heavily affected by changes function as transportation routes.",2025
"Retno Damayanti, S.Pd., M.T.",Evaluasi Pengalaman Pengguna Aplikasi Smart Class Menggunakan Metode UEQ,"Perkembangan teknologi informasi mendorong transformasi metode pembelajaran menuju sistem digital yang interaktif. Penelitian ini bertujuan mengevaluasi pengalaman pengguna terhadap aplikasi Smart Class, yaitu media pembelajaran berbasis web dengan pendekatan gamifikasi yang digunakan untuk mendukung pembelajaran pemrograman dasar HTML. Permasalahan utama yang dikaji adalah bagaimana elemen gamifikasi dapat meningkatkan motivasi belajar mahasiswa dan bagaimana pengalaman pengguna dapat diukur secara sistematis. Metode penelitian menggunakan pendekatan Research and Development (R&D) dengan model pengembangan ADDIE, sedangkan evaluasi dilakukan menggunakan User Experience Questionnaire (UEQ) yang mencakup enam dimensi: Attractiveness, Perspicuity, Efficiency, Dependability, Stimulation, dan Novelty. Hasil pengujian menunjukkan nilai rata-rata positif pada semua dimensi, dengan skor tertinggi pada Perspicuity (2,009) dan terendah pada Novelty (1,319). Hasil tersebut menunjukkan bahwa sistem mudah digunakan, efisien, dan mampu meningkatkan motivasi belajar mahasiswa. Secara keseluruhan, aplikasi Smart Class memberikan pengalaman belajar yang menarik, efektif, serta sesuai dengan kebutuhan pengguna di era pembelajaran digital.",2026
"Retno Damayanti, S.Pd., M.T.",PEMANFAATAN YOGURTSALESPRO SEBAGAI UPAYA PENINGKATAN TATA KELOLA PENJULAAN UMKM BARK FRUITY,"In the digital era, the transformation of information systems has become a crucial element in enhancing the competitiveness of micro, small, and medium enterprises (MSMEs). This community service initiative focuses on the digitalization of sales operations at Yogurt Bark Fruity, a student-run culinary business offering healthy yogurt-based products. Previously, sales activities were conducted manually via WhatsApp and Instagram, which posed risks of recording errors and limited market reach. The proposed solution involves the development and implementation of the yogurtSalesPro application, based on the PPEPP method. This system is designed to integrate the management of transactions, inventory, customer data, and sales reporting. Evaluation using the System Usability Scale (SUS) resulted in a score of 71.5, indicating a good level of usability. Additionally, assessment through the Technology Acceptance Model (TAM) revealed high scores across all indicators, with Perceived Usefulness and Perceived Ease of Use each achieving 100% positive responses. The application’s effectiveness is reflected in improved recording efficiency, a reduction in transaction errors from 15% to 2%, and an increase in both daily transactions and new customers. Beyond operational efficiency, the application also supports digital literacy and student entrepreneurship. Thus, yogurtSalesPro proves to be an effective solution in fostering innovation and sustainability for technology-based MSMEs.",2025
"Retno Damayanti, S.Pd., M.T.",PELATIHAN INSTALASI CCTV PADA DESA BANDUNGREJOSARI SEBAGAI UPAYA MITIGASI RISIKO BANJIR DAN KEJAHATAN,"Bandungrejosari Village RT.05/RW.09, located in Sukun District, Malang City, is vulnerable to flooding due to its proximity to a river and has also faced increasing motorcycle theft. These conditions have raised community concerns and emphasized the need for preventive measures through technology. This program introduced the installation of Closed Circuit Television (CCTV) to support flood mitigation and strengthen neighborhood security, while also providing technical training and awareness on technology-based monitoring systems. The implementation followed a participatory and educational approach, involving stages of preparation, planning, training, installation, and evaluation. Residents actively participated in site surveys, practical device installation, and system simulations, ensuring community ownership of the initiative. Evaluation was conducted through direct observation and questionnaires distributed to 30 respondents. The results indicate that CCTV installation at strategic points effectively assisted in monitoring river conditions and areas prone to crime. Most residents expressed satisfaction, felt supported, and showed willingness to maintain the system. Overall, the program not only improved community preparedness and security but also enhanced collective awareness and participation in sustaining technological solutions for local challenges.",2025
"Retno Damayanti, S.Pd., M.T.","Integrating PCA and Fractal Modeling for Identifying Geochemical Anomalies in the Tropics: The Malang–Lumajang Volcanic Arc, Indonesia","Intense chemical weathering in tropical environments poses challenges for conventional geochemical exploration, as primary lithological signatures become heavily altered. Stream sediment geochemistry provides a robust alternative for detecting anomalous geochemical patterns under these conditions. In this study, 636 stream sediment samples and 15 rock samples were evaluated using Principal Component Analysis (PCA), Median + 2 Median Absolute Deviation (MAD), and Concentration–Area (C–A) fractal modeling to identify potential anomaly zones. These results were compared with the traditional Mean plus 2 Standard Deviation (SD) approach. The findings indicated that Mean + 2SD offers a conservative threshold but overlooks anomalies in heterogeneous datasets, while Median + 2MAD provides robustness against outliers. The C-A fractal model effectively characterizes low- and high-order anomalies by capturing multiscale variability. Elements such as Au–Ag–Hg–Se–Sb–As form a system indicating low- to intermediate-sulphated epithermal mineralization. Au–Pb points to polymetallic hydrothermal mineralization along intrusive contacts. The southern region is a primary mineralization center controlled by an intrusive–volcanic boundary, whereas the east and west areas exhibit secondary mineralization, characterized by altered lava breccia. The correlation between shallow epithermal and deeper intrusive-related porphyry systems, especially regarding Au–Ag, offers new insights into the metallogenic landscape of the Sunda–Banda arc. Beyond regional significance, this research presents a geostatistical workflow designed to mitigate exploration uncertainty in geochemically complex zones, providing a structured approach applicable to volcanic-arc mineralized provinces worldwide.",2025
"Retno Damayanti, S.Pd., M.T.",Evaluasi User Experience terhadap Materi Kelas dan Objek E-Learning OOPedia,"Pembelajaran Pemrograman Berorientasi Objek (PBO) seringkali menimbulkan kesulitan bagi mahasiswa karena sifat materinya yang abstrak dan kompleks. Kondisi ini menunjukkan perlunya media pembelajaran interaktif yang dapat membantu pemahaman konsep dasar PBO. Penelitian ini bertujuan mengevaluasi OOPedia, media pembelajaran berbasis web yang dirancang untuk mendukung materi kelas dan objek. Evaluasi dilakukan menggunakan User Experience Questionnaire (UEQ) yang mencakup enam dimensi: daya tarik, kejelasan, efisiensi, ketepatan, stimulasi, dan kebaruan. Responden penelitian ini adalah 44 mahasiswa Program Studi Sistem Informasi Bisnis yang sedang menempuh mata kuliah PBO. Data dikumpulkan melalui kuesioner daring yang terintegrasi pada OOPedia, kemudian dianalisis menggunakan perangkat UEQ. Hasil penelitian menunjukkan bahwa OOPedia memperoleh skor positif pada semua dimensi, yaitu daya tarik (1,803, kategori Good), kejelasan (1,301, Above Average), efisiensi (1,222, Above Average), ketepatan (1,369, Above Average), stimulasi (1,710, Excellent), dan kebaruan (0,983, Above Average). Kesimpulannya, OOPedia mampu memberikan pengalaman belajar yang menarik, mudah digunakan, dan memotivasi mahasiswa dalam memahami konsep PBO. Temuan ini menunjukkan bahwa OOPedia layak dikembangkan lebih lanjut dengan penambahan fitur interaktif untuk meningkatkan efektivitas pembelajaran.",2025
"Erfan Rohadi, ST., M.Eng., Ph.D.",Implementasi Website Profil Sebagai Strategi Peningkatan Penjualan Di Toko Kue Macaron Tuffero,"This community service activity was carried out with the aim of enhancing the competitiveness and brand image of Macaron Tuffero through the development of a Profile Website as an effective and sustainable digital promotion medium. The partner of this program is the Macaron Tuffero SME, which operates in the production of cakes and desserts, located in Dau District, Malang Regency. The activity involved the business owner and staff as primary participants who collaborated actively with the community service team from Politeknik Negeri Malang. The main problem faced by the partner was the limited use of digital promotion media and the absence of an official platform to professionally present the business profile. To address this issue, the activity was implemented through five main stages: needs analysis, website design and architecture planning, system development and implementation, testing, and website usage training. The website was developed using the WordPress platform with the WooCommerce plugin to facilitate product catalogs and online ordering features. The results show that the developed website functions properly, consistently presents the business’s visual identity, and integrates with various social media and marketplace platforms. The website also provides convenience for the business owner to independently update content. Overall, this community service program successfully delivered a practical digital solution that contributes to marketing capacity enhancement and supports digital transformation among SMEs in the technology-based economy era.",2026
"Erfan Rohadi, ST., M.Eng., Ph.D.",Optimal Directional Angle Determination for Multi-Panel Solar Systems in a Dome Configuration to Maximize Energy Output,"This paper focuses on determining the optimal tilt and orientation of solar panels using a dome configuration multi-panel observation device to obtain maximum and stable energy production. Although Indonesia, located on the equator, has high solar energy potential year-round, the performance of solar panels is highly dependent on their position relative to the sun’s path. Unstable and suboptimal energy output can result in inefficient system performance. The proposed dome system utilizes 16 mini solar panels arranged with various tilt (altitude) and direction (azimuth) angles to analyze their energy contributions. After 7 days of testing, the panel at altitude 30° and azimuth -30° produced the highest energy (31.38 Wh), while the lowest was 22.04 Wh at azimuth +30°. This confirms orientation significantly affects energy efficiency. The configuration also achieved stable performance, as seen in standard deviation analysis. This method provides a low-cost alternative to motorized tracking systems that demand reliable and cost-efficient solar energy.",2025
"Erfan Rohadi, ST., M.Eng., Ph.D.",Countering Social Media Misinformation: A Sentence-Level Feature Approach to Fake News Classification,"This paper introduces a hybrid framework for fake news classification in Indonesian-Language social media by integrating document-level similarity with sentence-level linguistic analysis. The approach begins with cosine similarity computation between user-submitted headlines and a curated hoax corpus represented through TF-IDF vectors. Headlines that exceed the threshold are immediately labeled as fake, while those falling below undergo a second stage of analysis. In this stage, relevant tweets are retrieved in real time and examined using six carefully selected sentence-level features: average sentence length, punctuation frequency, function word usage, phrase structure count, sentiment polarity, and the type–token ratio of content words. These features are designed to capture the syntactic and stylistic patterns commonly found in misinformation. The dataset, collected from TurnBackHoax.id, Komdigi, and Kompas, consists of 32,865 labeled entries. A stratified 10-fold cross-validation was employed to evaluate five machine learning classifiers. Results demonstrate that the Support Vector Machine (SVM) with an RBF kernel achieved the strongest performance, recording an F1-score of 84.4% and surpassing MLP, KNN, Decision Tree, and Naive Bayes. Validation on 15 real news headlines further confirmed the robustness of the framework in low-similarity cases. These findings underscore that the integration of vector-based similarity with optimized sentence-level features enhances detection accuracy while preserving transparency and adaptability. The proposed model offers a lightweight and domain-flexible solution that is particularly suitable for real-time misinformation mitigation in low-resource contexts.",2025
"Erfan Rohadi, ST., M.Eng., Ph.D.",A Review: Performance Analysis of Single Board Computer Technology as an IoT System,"The development of Internet of Things (IoT) technology has driven the demand for cost-effective server solutions capable of managing large volumes of data, thereby creating efficiencies in data management to support smart digitalization. Single Board Computer (SBC) technology, such as Raspberry Pi and Tinkerboard have been developed over the years to offer another alternative for powering energy efficient server infrastructure that has decent performance for diverse dataset processing for the IoT. Advantages provided by such devices make SBC a potential candidate for IoT servers. Such low-cost, low power machines can offer required computing resources to facilitate various IoT applications, such as edge processing, data aggregation and analysis. This paper compares single board computer products as IoT servers, such as Raspberry Pi 3, Raspberry Pi 4 and Asus Tinkerboard, from the case study of room sensor monitoring in Internet of Things. It can be seen from the test results that the Raspberry Pi 4 is more suitable to deploy IoT application at a low price when the CPU response time is 62 seconds, and the CPU response time is 96 seconds for the Raspberry Pi 3 and 64 seconds for the Tinker Board. This work will give useful advice to IoT developers, readers to choose an appropriate Single Board Computer for their environmental sensing work.",2025
"Erfan Rohadi, ST., M.Eng., Ph.D.",MANGROVE MANAGEMENT INFORMATION SYSTEM IN SOUTHERN COAST OF MALANG INDONESIA USING TREND MOMENT METHOD.,"Objective: The objective of this study is to investigate mangrove changes using satellite image from 2018 to 2023, then compared with in situ data in 2024 with the aim of developing an information system on mangrove vegetation of 18 beaches in Southern Coast of Malang, East Java, Indonesia. Theoretical Framework: In this topic, the main concepts and theories that underpin the research are presented. The digital image processing techniques previously employed by (Yang et al., 2022) and prediction theory by using trend of moment presented by previous work stand out, providing a solid basis for understanding the context of the investigation. Method: This research was conducted at 18 points across South Malang Regency, covering various beach locations with different mangrove ecosystem characteristics. The study uses the Trend Moment method to monitor changes in mangrove vegetation, with data from 2018 to 2023 compared to field observations. The results, presented in numerical form, graphs, and maps, help identify changes and provide recommendations for conservation actions at each location. Results and Discussion: The mangrove management information system in Southern Coast of Malang, Indonesia, using the Trend Moment Method, tracks changes in mangrove biota. The study's final results are applicable and can be utilized by stakeholders, offering valuable recommendations for managing mangrove biota. These findings can also be implemented in other coastal areas of the southern part of Java Island. Research Implications: The practical and theoretical implications of this research are discussed, providing insights into how the results can be applied or influence practices in the field of coastal management, information systems and dynamic coastal ecosystem. These implications could encompass of mangrove vegetation, satellite image processing, marine ecosystem, coastal management. Originality/Value: The mangrove changes of 18 beaches in Southern Coast of Malang, East Java, Indonesia is heavily affected by changes function as transportation routes.",2025
"Ade Ismail S.Kom., M.TI",Monitoring Suhu dan Gas Amonia untuk Kandang Close House,"Penelitian ini bertujuan untuk mengevaluasi pengaruh tingkat amonia terhadap tingkat kematian ayam pada kandang ayam close house serta mengukur efektivitas penggunaan teknologi smart farming dalam mengendalikan kadar amonia. Penelitian dilakukan pada lokasi dan periode waktu tertentu dengan mempertimbangkan faktor ukuran kandang, jumlah ayam, serta penggunaan sensor dan sistem pengendalian otomatis. Sistem monitoring dikembangkan menggunakan mikrokontroler ESP32 yang terintegrasi dengan sensor DHT11 untuk suhu dan kelembaban, sensor MQ135 untuk deteksi gas amonia, serta sensor kecepatan angin dan pencahayaan. Data yang diperoleh dikirimkan ke dashboard monitoring untuk memungkinkan pemantauan real-time oleh peternak. Hasil uji coba menunjukkan bahwa sistem ini mampu menyajikan data lingkungan kandang secara akurat, membantu peternak dalam mengambil keputusan cepat guna menjaga kesehatan ayam, dan meminimalkan risiko kematian akibat kondisi lingkungan yang tidak ideal. Meskipun sistem masih berbasis pemantauan manual, penelitian ini menunjukkan bahwa penerapan teknologi smart farming berbasis IoT memiliki potensi dalam meningkatkan efisiensi pengelolaan kandang ayam close house serta memberikan wawasan ilmiah mengenai hubungan antara kadar amonia dan kesehatan ayam.",2025
